longitude,latitude
-0.09141301,51.51499792
-0.09856968,51.51619334
-0.10431397,51.51322876
-0.08696601,51.51105858
-0.10932139,51.51411892
-0.10800776,51.5110402
-0.10800776,51.5110402
-0.08711002,51.51106093
-0.10188623,51.51615713
-0.10454384,51.51116414
-0.0962809,51.51750513
-0.0786851,51.51263173
-0.08473336,51.50931351
-0.08871508,51.51747194
-0.09725255,51.52012881
-0.09725255,51.52012881
-0.0835712,51.51639875
-0.08065648,51.51716039
-0.07589562,51.51384494
-0.1043177,51.51313889
-0.07427341,51.51471756
-0.08519632,51.51201889
-0.08614794,51.51338333
-0.09677267,51.51780988
-0.09793362,51.51762188
-0.09740035,51.52004128
-0.0835712,51.51639875
-0.10434383,51.51250982
-0.08319889,51.51153661
-0.08365423,51.51442171
-0.1009061,51.51892903
-0.10419981,51.51250749
-0.07499735,51.5112223
-0.10515427,51.51728909
-0.10434383,51.51250982
-0.10434383,51.51250982
-0.08975235,51.51335219
-0.08520009,51.51192902
-0.08444604,51.51272605
-0.10269233,51.51410183
-0.08156604,51.51609616
-0.07604343,51.51375745
-0.08160712,51.51169041
-0.11189067,51.51820705
-0.08777177,51.51934502
-0.08777177,51.51934502
-0.10187329,51.51993388
-0.07430386,51.50716419
-0.1043003,51.5090469
-0.10436775,51.50846346
-0.10436775,51.50846346
-0.16222794,51.51738776
-0.16717729,51.50181793
-0.20612892,51.52625061
-0.16778343,51.5297946
-0.15827831,51.52203797
-0.12261314,51.50632886
-0.12261314,51.50632886
-0.12261314,51.50632886
-0.19067838,51.51234451
-0.19067838,51.51234451
-0.12894013,51.48907399
-0.14180234,51.49512376
-0.19372423,51.52641997
-0.197735,51.52342416
-0.197735,51.52342416
-0.17423504,51.53430158
-0.14276016,51.5176207
-0.12718817,51.50721134
-0.15666181,51.52030397
-0.21601745,51.5277503
-0.20057861,51.52077002
-0.15846823,51.51911833
-0.15008759,51.50397766
-0.13958638,51.51415318
-0.11349167,51.51085874
-0.12845877,51.51136828
-0.15699022,51.5136006
-0.13024721,51.50816841
-0.14673752,51.49421264
-0.14357749,51.49398281
-0.11727326,51.51002022
-0.14428314,51.51206933
-0.13393604,51.49724704
-0.15257561,51.50302768
-0.15024847,51.51423188
-0.15173193,51.50607191
-0.15630153,51.51423725
-0.20499045,51.52587349
-0.1160164,51.51323743
-0.14229859,51.49000577
-0.12427845,51.50086993
-0.12872625,51.49077919
-0.13812819,51.48629759
-0.12614662,51.50098972
-0.15270855,51.5018787
-0.13603607,51.50933068
-0.15119847,51.4907759
-0.1350424,51.50790303
-0.1350424,51.50790303
-0.1350424,51.50790303
-0.17034832,51.52335993
-0.13955591,51.51136496
-0.13955591,51.51136496
-0.1840543,51.53031736
-0.16051112,51.51349399
-0.18509799,51.5149561
-0.14240381,51.49450379
-0.15084036,51.50318018
-0.15270652,51.49979237
-0.18084067,51.52774964
-0.15167788,51.51452419
-0.15167788,51.51452419
-0.19108099,51.52763821
-0.19580858,51.51745941
-0.15208489,51.50660804
-0.12028991,51.51375562
-0.15089581,51.51604062
-0.17047057,51.53109551
-0.13475251,51.51605481
-0.15988607,51.52184738
-0.1858631,51.53196402
-0.15348044,51.50915696
-0.15948289,51.52112164
-0.19749507,51.52584848
-0.16753594,51.51801035
-0.18383643,51.51044025
-0.15265342,51.49754335
-0.16550122,51.51842819
-0.14389856,51.5108942
-0.12529397,51.51122781
-0.12720662,51.506762
-0.1407398,51.50706723
-0.20158582,51.52447244
-0.15466992,51.51538063
-0.14364924,51.5063939
-0.19244862,51.53314479
-0.20799484,51.52645898
-0.15674203,51.51046724
-0.13234005,51.51161
-0.12795273,51.50965158
-0.18023405,51.53934073
-0.1258622,51.49738808
-0.13369505,51.51019273
-0.20456531,51.52568713
-0.14785996,51.52336673
-0.17590215,51.52506509
-0.16683015,51.51763962
-0.13527221,51.49627909
-0.12597999,51.49100512
-0.15630153,51.51423725
-0.20083252,51.51798621
-0.19128456,51.51523151
-0.15451956,51.52266235
-0.15277629,51.52299461
-0.15277629,51.52299461
-0.18687288,51.5138145
-0.14054334,51.51542733
-0.16716086,51.5237598
-0.1497619,51.50063623
-0.1497619,51.50063623
-0.12808938,51.50983362
-0.14117221,51.50211011
-0.15263223,51.52299234
-0.15311532,51.50286532
-0.14271712,51.51159491
-0.15657261,51.51109407
-0.1299235,51.50024066
-0.14798043,51.49908834
-0.16909179,51.515157
-0.14265476,51.51171083
-0.13117892,51.50124987
-0.13186071,51.51627857
-0.15150474,51.51524088
-0.15237274,51.49735908
-0.13158231,51.4896287
-0.15617564,51.51378563
-0.13266791,51.50711886
-0.13268387,51.51377373
-0.15104349,51.51595303
-0.14289857,51.51740707
-0.15194736,51.49006828
-0.13219961,51.49038493
-0.18773736,51.52470896
-0.17496385,51.50166957
-0.17343092,51.51477501
-0.17608933,51.52398888
-0.18476759,51.53050826
-0.15126071,51.51414892
-0.15312758,51.50006878
-0.15312758,51.50006878
-0.12845141,51.51154802
-0.18880157,51.51968952
-0.14104502,51.51372667
-0.12683765,51.51224167
-0.15780733,51.51085267
-0.19552048,51.51745498
-0.19552048,51.51745498
-0.19759093,51.52342195
-0.16282849,51.50246931
-0.17308925,51.52690977
-0.15218,51.50212218
-0.15321704,51.5014191
-0.14808978,51.51770497
-0.15896664,51.51248057
-0.13247672,51.51179203
-0.13247672,51.51179203
-0.13004345,51.51490071
-0.15771067,51.52217295
-0.15439464,51.49010682
-0.12661214,51.50720214
-0.14404877,51.49621147
-0.15988426,51.51474314
-0.15988426,51.51474314
-0.12125051,51.50792573
-0.13239091,51.50684466
-0.13239091,51.50684466
-0.13409772,51.51091855
-0.12640527,51.50522044
-0.14552298,51.50993069
-0.14552298,51.50993069
-0.14404408,51.51440365
-0.18990197,51.52465246
-0.12840228,51.5113404
-0.19656312,51.52754276
-0.14279242,51.51151517
-0.17308925,51.52690977
-0.13010428,51.49934426
-0.13767829,51.51852933
-0.2027313,51.52466986
-0.2027313,51.52466986
-0.17763672,51.51412101
-0.12848826,51.51064933
-0.16585027,51.52050195
-0.16585027,51.52050195
-0.15309855,51.53639878
-0.14506626,51.49634447
-0.16487805,51.50166508
-0.12613584,51.50827366
-0.12613584,51.50827366
-0.12294158,51.51235925
-0.19642343,51.51904258
-0.1439254,51.49605664
-0.15392382,51.49819285
-0.18270122,51.52085414
-0.15277114,51.49107046
-0.14798043,51.49908834
-0.15582338,51.52250299
-0.15582338,51.52250299
-0.14141488,51.51526129
-0.14141488,51.51526129
-0.13459639,51.49518921
-0.1471734,51.49838316
-0.13272863,51.51620247
-0.17166645,51.51204972
-0.18615239,51.53556555
-0.1320214,51.50531002
-0.1373203,51.48526859
-0.15609092,51.51944969
-0.16943754,51.51372357
-0.15284763,51.50698875
-0.16415835,51.51597915
-0.16886121,51.51731163
-0.17744427,51.52110531
-0.16555266,51.50172958
-0.16555266,51.50172958
-0.13313368,51.50982409
-0.16163442,51.51423101
-0.13536539,51.51516529
-0.1323952,51.51026197
-0.1323952,51.51026197
-0.17049246,51.51976511
-0.12276072,51.50974846
-0.14564433,51.48565229
-0.13706253,51.50889735
-0.12260931,51.50992589
-0.12260931,51.50992589
-0.12260931,51.50992589
-0.12260931,51.50992589
-0.12260931,51.50992589
-0.16697454,51.5140448
-0.17019005,51.51652303
-0.12459232,51.51076696
-0.12459232,51.51076696
-0.12459232,51.51076696
-0.12459232,51.51076696
-0.16869078,51.51904456
-0.1524265,51.50671234
-0.1524265,51.50671234
-0.1524265,51.50671234
-0.1524265,51.50671234
-0.12628723,51.50809623
-0.16549988,51.50053273
-0.16549988,51.50053273
-0.16549988,51.50053273
-0.11876041,51.51240018
-0.13952777,51.51559108
-0.13659058,51.48514908
-0.12317051,51.51380175
-0.1779806,51.50189632
-0.12696653,51.50558911
-0.13725251,51.51483556
-0.19064162,51.52781128
-0.1632994,51.52657705
-0.14144286,51.51103517
-0.15771067,51.52217295
-0.16557384,51.52486807
-0.14704552,51.49017079
-0.14923259,51.50018723
-0.17786071,51.51934023
-0.17526389,51.51579273
-0.14075449,51.5130746
-0.18701568,51.51021965
-0.17303155,51.52475064
-0.16729106,51.51800653
-0.12924557,51.5132693
-0.12930781,51.50823437
-0.1498433,51.50289468
-0.14241122,51.52265109
-0.1234919,51.50949038
-0.18773736,51.52470896
-0.18016205,51.50139063
-0.14261924,51.50691715
-0.14485865,51.50748317
-0.12613142,51.4996046
-0.13345549,51.51252702
-0.15401152,51.51384152
-0.14789808,51.52349323
-0.18030247,51.50148274
-0.15188115,51.51413171
-0.11573293,51.51242353
-0.18183848,51.52803489
-0.15866344,51.50213421
-0.14780339,51.51162138
-0.13940456,51.51154241
-0.12600263,51.50098742
-0.17437057,51.52299094
-0.17437057,51.52299094
-0.15473531,51.51376299
-0.16652,51.5217714
-0.16652,51.5217714
-0.14306223,51.50665439
-0.13939358,51.51181202
-0.18443092,51.52447798
-0.12496159,51.50879446
-0.18181457,51.51778291
-0.17921448,51.53959469
-0.15648145,51.52227054
-0.16820486,51.53007096
-0.1805332,51.52100039
-0.18153957,51.52830004
-0.13120205,51.507725
-0.19873992,51.52352952
-0.18050238,51.51092814
-0.13588847,51.49529969
-0.14187627,51.51454918
-0.18035835,51.5109259
-0.13099499,51.50574331
-0.14197139,51.51221259
-0.14971386,51.50253293
-0.14249172,51.52067397
-0.15804853,51.52451634
-0.15911067,51.51248283
-0.162537,51.51508148
-0.12622044,51.5002445
-0.16445979,51.5228183
-0.21370137,51.5316718
-0.17341324,51.52241849
-0.13637731,51.51509144
-0.16338857,51.51540956
-0.1466045,51.49394076
-0.17180697,51.52293303
-0.16555132,51.52076706
-0.15386749,51.51383926
-0.1739823,51.52260721
-0.15208028,51.50814571
-0.15208028,51.50814571
-0.17702424,51.51141369
-0.16069387,51.50180636
-0.17676718,51.49980915
-0.17676718,51.49980915
-0.13244491,51.50728617
-0.12969252,51.50763799
-0.17438401,51.49815339
-0.16436099,51.5324389
-0.12643477,51.50450149
-0.1873073,51.51013423
-0.1873073,51.51013423
-0.16852646,51.51487839
-0.14814809,51.52337128
-0.15822524,51.52370977
-0.20230618,51.52448349
-0.14788726,51.4925042
-0.19751992,51.52521938
-0.14126956,51.51175183
-0.16520901,51.52211061
-0.14474599,51.51486439
-0.14408512,51.52402648
-0.1602655,51.50170972
-0.16397151,51.53495075
-0.15893039,51.51337927
-0.1832801,51.51717613
-0.1489514,51.48579446
-0.19192802,51.52081687
-0.21612639,51.52865121
-0.16559694,51.50170329
-0.17098211,51.5291251
-0.15774294,51.51066281
-0.19358016,51.52641775
-0.19358016,51.52641775
-0.19358016,51.52641775
-0.17384184,51.5225151
-0.17384184,51.5225151
-0.16131498,51.52573663
-0.20088675,51.52392217
-0.15742225,51.51146712
-0.15742225,51.51146712
-0.14457059,51.51917811
-0.14457059,51.51917811
-0.19291152,51.52146151
-0.19291152,51.52146151
-0.19291152,51.52146151
-0.19291152,51.52146151
-0.19291152,51.52146151
-0.14108113,51.49160516
-0.16520539,51.52220048
-0.1250391,51.50690722
-0.15198416,51.51407938
-0.13809707,51.48706147
-0.13809707,51.48706147
-0.19286018,51.51183859
-0.18202308,51.51616746
-0.13015392,51.51220466
-0.12526406,51.49441092
-0.14251962,51.51644785
-0.14251962,51.51644785
-0.17865573,51.51386706
-0.15960707,51.51446901
-0.15960707,51.51446901
-0.1418237,51.51230018
-0.12847721,51.51091893
-0.13885045,51.51099406
-0.13393311,51.50084409
-0.18030247,51.50148274
-0.11910475,51.5110388
-0.11247982,51.51093238
-0.15041679,51.52323621
-0.15041679,51.52323621
-0.14322526,51.49910308
-0.16249793,51.51784162
-0.1233184,51.50669985
-0.18687166,51.51021742
-0.16493174,51.52183649
-0.18210098,51.51059322
-0.192869,51.51525593
-0.16989405,51.53468358
-0.11500166,51.51268156
-0.12696653,51.50558911
-0.14587472,51.51191464
-0.18604911,51.51640964
-0.18604911,51.51640964
-0.14881156,51.4999108
-0.14881156,51.4999108
-0.16439527,51.52083891
-0.14445426,51.5149497
-0.12760495,51.50056338
-0.15511421,51.51152077
-0.15082419,51.50713673
-0.15082419,51.50713673
-0.19387725,51.5225555
-0.18042856,51.52000958
-0.15893039,51.51337927
-0.14536184,51.52098916
-0.13471054,51.51002903
-0.17217045,51.50666197
-0.14540127,51.50228496
-0.17206619,51.51646236
-0.14431022,51.51494743
-0.14431022,51.51494743
-0.1629018,51.51497028
-0.13855356,51.51827344
-0.13855356,51.51827344
-0.17131717,51.52076716
-0.14413352,51.4909341
-0.17776999,51.51439286
-0.1713676,51.51591191
-0.13200918,51.49856527
-0.1836924,51.51043802
-0.17244786,51.51413021
-0.17244786,51.51413021
-0.14373702,51.52195265
-0.1292382,51.51344904
-0.15042153,51.52311938
-0.15083228,51.52116545
-0.15083228,51.52116545
-0.12629106,51.51151353
-0.12629106,51.51151353
-0.13411389,51.51757342
-0.17271453,51.52186806
-0.12246914,51.50632656
-0.12629799,51.50081229
-0.1554786,51.49893672
-0.1554786,51.49893672
-0.1647649,51.52956757
-0.14086803,51.51453321
-0.14445061,51.51503957
-0.14445061,51.51503957
-0.15328773,51.51392006
-0.14352934,51.51997098
-0.16585433,51.51681503
-0.13899448,51.51099635
-0.11875745,51.51247208
-0.17981225,51.51739215
-0.12929841,51.49087825
-0.13174868,51.50845312
-0.18751683,51.51211585
-0.16560055,51.50161342
-0.18843985,51.52516944
-0.17216704,51.51754305
-0.12845877,51.51136828
-0.17328689,51.51477276
-0.1254856,51.49603316
-0.1254856,51.49603316
-0.17290527,51.51710492
-0.17290527,51.51710492
-0.14770507,51.51652984
-0.19458334,51.52292607
-0.15742619,51.52207855
-0.20414017,51.52550077
-0.1235585,51.50085842
-0.11334765,51.51085642
-0.17075535,51.52039869
-0.1711298,51.52903748
-0.1344049,51.51398096
-0.13942189,51.49697448
-0.15777089,51.51354091
-0.12624636,51.50207044
-0.1341646,51.51280809
-0.15574841,51.51009192
-0.16308296,51.5283722
-0.13612323,51.50366665
-0.14684276,51.51291914
-0.17707267,51.52463365
-0.12905189,51.48845528
-0.18461993,51.5305959
-0.14146613,51.51400313
-0.14146613,51.51400313
-0.14146613,51.51400313
-0.14146613,51.51400313
-0.14146613,51.51400313
-0.12836267,51.51019769
-0.14223338,51.50223483
-0.14232757,51.50700246
-0.17972156,51.53411705
-0.15237638,51.49726921
-0.12642003,51.50486096
-0.11974007,51.50961015
-0.11896073,51.51103649
-0.18315667,51.52751576
-0.14087759,51.50014502
-0.13149743,51.50754985
-0.14687232,51.49799172
-0.20164959,51.52285476
-0.13669365,51.49675131
-0.18765373,51.51229782
-0.13687114,51.48533339
-0.12742459,51.5084741
-0.12742459,51.5084741
-0.14646956,51.49726593
-0.18881585,51.51933004
-0.14729697,51.49817828
-0.12937933,51.48890114
-0.15248817,51.52299007
-0.15713444,51.52216389
-0.13815429,51.49272779
-0.18016563,51.50130076
-0.18202308,51.51616746
-0.18202308,51.51616746
-0.12945182,51.50823667
-0.1445983,51.51495198
-0.11993926,51.5117716
-0.12510532,51.49476809
-0.1350096,51.509764
-0.15715233,51.51101324
-0.11888338,51.50941656
-0.14453156,51.50595822
-0.13902746,51.51018752
-0.15169245,51.51416471
-0.17421308,51.52764668
-0.17421308,51.52764668
-0.11421176,51.51087032
-0.12538958,51.49486256
-0.14756819,51.52345205
-0.14029798,51.50022576
-0.12384648,51.50086302
-0.13626723,51.50366894
-0.15039251,51.51423415
-0.17598373,51.51220686
-0.14806051,51.49000697
-0.17048165,51.52003472
-0.14976652,51.4976777
-0.11668236,51.51037044
-0.12014958,51.51366344
-0.15120114,51.50138733
-0.1633773,51.51389861
-0.16410354,51.52092427
-0.15125101,51.51083046
-0.18767916,51.53343092
-0.16133308,51.52528728
-0.14201065,51.51832825
-0.12688428,51.49003037
-0.13287635,51.51611489
-0.13287635,51.51611489
-0.15480768,51.52266687
-0.15682685,51.51550447
-0.17284446,51.53302096
-0.18818122,51.517162
-0.14550039,51.48565001
-0.12759325,51.50717285
-0.19402843,51.51509394
-0.18408873,51.51134342
-0.18408873,51.51134342
-0.13481863,51.51443717
-0.1268524,51.5118822
-0.1373103,51.48516051
-0.21094951,51.53198957
-0.19472739,51.52292828
-0.14240747,51.49441392
-0.12525298,51.49468052
-0.17052813,51.53325464
-0.1271513,51.50811003
-0.14589788,51.52198683
-0.16775604,51.51252826
-0.14322805,51.52383307
-0.14322805,51.52383307
-0.12687435,51.50783582
-0.12687435,51.50783582
-0.13674029,51.49207585
-0.15930229,51.53631641
-0.1342774,51.48888924
-0.17285859,51.5218703
-0.17285859,51.5218703
-0.17963464,51.5110046
-0.12820362,51.5070477
-0.11906402,51.51202735
-0.16921402,51.51929553
-0.16980825,51.51885517
-0.16606842,51.53300516
-0.16682653,51.51772949
-0.17865573,51.51386706
-0.15854544,51.51220418
-0.12746514,51.50748555
-0.14991011,51.49057572
-0.16256305,51.51622396
-0.15641732,51.51030027
-0.11982485,51.51105035
-0.18753506,51.53342869
-0.19742049,51.52773579
-0.16812629,51.52125693
-0.17245146,51.51404034
-0.13662667,51.49486178
-0.12528638,51.50088604
-0.12528638,51.50088604
-0.20484284,51.52596116
-0.19388436,51.52237575
-0.17313192,51.51144307
-0.12595455,51.49864854
-0.19164704,51.52063268
-0.12752804,51.50946496
-0.15473531,51.51376299
-0.15661137,51.51370256
-0.16066433,51.52042076
-0.14894825,51.50009282
-0.15301125,51.50294462
-0.14632922,51.49717378
-0.16921402,51.51929553
-0.16921402,51.51929553
-0.16921402,51.51929553
-0.1482174,51.52166376
-0.17594526,51.52398664
-0.12524561,51.49486025
-0.12937854,51.5135412
-0.12937854,51.5135412
-0.15122234,51.51865365
-0.19192802,51.52081687
-0.19192802,51.52081687
-0.21530047,51.53133643
-0.14581533,51.4956369
-0.14900996,51.49146079
-0.12633118,51.50000347
-0.18356818,51.51718058
-0.11772333,51.51308498
-0.15189564,51.50202777
-0.17060788,51.50969512
-0.1416065,51.51409528
-0.1535075,51.52273635
-0.1883217,51.5172541
-0.1396072,51.51010679
-0.15692824,51.50228681
-0.16315894,51.52648493
-0.19230808,51.5330527
-0.1611331,51.50163339
-0.20230618,51.52448349
-0.12283856,51.50084689
-0.11161198,51.51100835
-0.18203399,51.50141966
-0.14924111,51.48575407
-0.18117002,51.50140626
-0.18432363,51.50181483
-0.19518786,51.51493192
-0.18044646,51.50148496
-0.15541568,51.49336026
-0.20083607,51.51789633
-0.17885892,51.50155026
-0.1841832,51.50172273
-0.13928478,51.51801526
-0.11908995,51.51139827
-0.1885264,51.5157285
-0.12620211,51.50314886
-0.11858424,51.50968154
-0.18990197,51.52465246
